,Unnamed: 0,unique_trajectory_id,condition,VPCode,landmark_rotation,respx,respz,targetx,targetz,trajectory_id,target,jitterx,jitterz,startx,startz,belief_respx,belief_respz,endidx,task_finished,target_loc
34,34,34,combined,sub10,-0.0,-1.8718183670407769,1.5219529559869616,-1.8031417210826617,1.1709739252823081,1-6-8,-1.8-1.17,0.0156391963635123,-0.0093885807175717,-0.0014081931785934,0.06215569260598608,-1.92371590350006,0.8088083694297249,146,True,-1.819
39,39,39,combined,sub13,-0.0,-1.285261499533777,1.2826884829545784,-1.803141721082662,1.1709739252823081,1-7-8,-1.8-1.17,0.1192399418850698,0.02376576080152,-0.0421398958644635,0.04326743930390686,-1.451536138032938,0.7994094848049405,131,True,-1.922
42,42,42,combined,sub10,-0.0,1.964300054447016,-0.0353587784724132,2.1104984444124772,0.4102393400595713,2-6-8,2.11-0.41,0.1157134459971878,-0.0084058536832321,0.0190358865086975,0.0779812872716159,2.16296590912636,-0.6746000656880902,131,True,1.995
43,43,43,combined,sub14,-0.0,-2.2756692112738324,0.5378476493485814,-2.1104984444124772,0.4102393400595713,3-5-8,-2.11-0.41,0.0275737376166748,0.0100937450246348,-0.0657867371479908,-0.020443557519357558,-2.114384380849787,-0.5161385450852716,132,True,-2.138
46,46,46,combined,sub17,-0.0,-1.936023783878935,0.2342271617383379,-2.1104984444124772,0.4102393400595714,3-7-8,-2.11-0.41,0.018996817582508,0.0696192920842973,-0.0125983937923609,0.12217263183097593,-1.90649216744472,-0.6598356538702115,133,True,-2.129
47,47,47,combined,sub02,-0.0,-2.204897064918087,0.8286738058220001,-1.803141721082662,1.1709739252823081,1-5-8,-1.8-1.17,0.0870541948807042,0.0386733427000313,-0.0296123209116684,-0.012222176803994067,-2.401581885173712,0.2613779171323778,228,True,-1.89
49,49,49,combined,sub13,-0.0,-2.2537341222249703,0.2968454062256419,-2.1104984444124772,0.4102393400595713,3-5-8,-2.11-0.41,-0.0097826280148622,-0.1305691573616114,-0.0906994449289985,0.06810387777157678,-2.1808884170560354,-0.4648067254173004,137,True,-2.101
54,54,54,combined,sub03,-0.0,-1.927938081122276,0.4595138007635155,-2.1104984444124772,0.4102393400595713,3-6-8,-2.11-0.41,-0.0156647806521236,-0.0120043294756261,0.0610908503095213,-0.03767997837951187,-1.9522626996890615,0.0392644624987234,146,True,-2.095
56,56,56,combined,sub09,-0.0,-1.996644535847888,0.2623112596803376,-2.1104984444124772,0.41023934005957136,3-6-8,-2.11-0.41,0.0769217619092784,0.0037355723923104,0.0506495827492686,0.09267400518400692,-1.7552325321953175,0.2531698987299937,146,True,-2.187
61,61,61,combined,sub07,-0.0,2.4298166592559536,0.6063285548861497,2.1104984444124772,0.4102393400595714,2-6-8,2.11-0.41,0.0560593967476545,0.0168782240135606,0.0722313817780613,0.05513872472189274,2.377646496364529,-0.2078153872153953,136,True,2.054
65,65,65,combined,sub09,-0.0,1.5550047900948172,0.7237168351031126,1.8031417210826617,1.1709739252823081,0-6-8,1.8-1.17,0.0246136252125527,0.1106291460483916,0.0844395241844887,0.023447053633294246,1.758029170670356,0.3427067179556863,132,True,1.779
73,73,73,combined,sub10,-0.0,-2.4206798271651166,0.2033762168545724,-2.1104984444124772,0.4102393400595713,3-5-8,-2.11-0.41,-0.0279459073284273,-0.090282728987062,0.0065855323504462,0.0851943163030453,-2.430122573556003,-0.4037361873305028,135,True,-2.083
74,74,74,combined,sub10,-0.0,-2.2621769904515667,0.9942512186927984,-2.1104984444124772,0.41023934005957136,3-4-8,-2.11-0.41,0.0249675467359852,0.0700555874408512,-0.002293991212535,0.07511129301843555,-2.2600594845269,0.1457858880699584,156,True,-2.135
75,75,75,combined,sub17,-0.0,2.0247394826899345,0.8193454418057843,2.1104984444124772,0.4102393400595713,2-6-8,2.11-0.41,-0.0187370388202308,0.0114124350360311,0.0354157916275598,-0.07533860003310833,2.252515913502908,-0.3229539712448466,162,True,2.129
