,Unnamed: 0,unique_trajectory_id,condition,VPCode,landmark_rotation,respx,respz,targetx,targetz,trajectory_id,target,jitterx,jitterz,startx,startz,belief_respx,belief_respz,endidx,task_finished,target_loc
183,183,183,conflict,sub02,-15.0,-1.849773954864052,1.7884596192786928,-1.8031417210826617,1.1709739252823081,1-4-8,-1.8-1.17,0.0773572893913119,0.0030314053214625,0.0569618517451574,0.031061624444795766,-1.3745331573040465,0.7133116640797864,136,True,-1.88
185,185,185,conflict,sub01,-15.0,2.1605921051455126,1.0843050642460008,1.8031417210826617,1.1709739252823081,0-4-8,1.8-1.17,-0.1677796820253116,0.0029126131651538,0.0729783727437005,0.041115528219510145,1.4564338694175023,1.0939103353298052,126,True,1.971
188,188,188,conflict,sub13,-15.0,2.539856956760405,0.2901851175558926,2.1104984444124777,0.4102393400595712,2-5-8,2.11-0.41,0.0220662429018704,-0.0801349414897888,-0.1092763060794674,0.027436520060497127,2.450889285892959,-0.5445121460300534,151,True,2.088
199,199,199,conflict,sub03,-15.0,1.77028192837322,1.4628711831184666,1.8031417210826617,1.1709739252823081,0-4-8,1.8-1.17,-0.0130208012993569,0.0044689609392162,0.0875146041870009,-0.052856218787901144,1.384849249927816,0.5446627636402461,147,True,1.816
211,211,211,conflict,sub18,-15.0,1.7869569293540644,1.340425737166893,1.803141721082662,1.1709739252823081,0-5-8,1.8-1.17,0.0696913551909965,0.0055190821631303,-0.0195322618034479,0.047550695185931025,2.232558510168184,0.2657012229978301,136,True,1.733
216,216,216,conflict,sub12,-15.0,1.4966711810361144,0.7071386432359807,2.1104984444124772,0.4102393400595714,2-4-8,2.11-0.41,0.0151144268381445,0.0151894343919198,0.0634432884775944,0.039322968000713,1.8551815707536592,-0.6122353785272072,121,True,2.095
219,219,219,conflict,sub10,-15.0,-2.0378989198130637,1.4601460596594207,-1.8031417210826617,1.1709739252823081,1-4-8,-1.8-1.17,0.0654120601978762,0.0226627807128878,0.0685893187487394,-0.03744082762444234,-1.806180572808768,0.4069581674894534,131,True,-1.869
221,221,221,conflict,sub06,-15.0,-1.6023680322109342,0.5977933153835637,-1.8031417210826621,1.1709739252823081,1-7-8,-1.8-1.17,-0.0156924510168739,-0.0514883641716901,-0.0404700428770829,-0.036286334033637124,-1.6737044971338244,-0.0863779674487045,111,True,-1.787
227,227,227,conflict,sub14,-15.0,-1.6828480838541702,1.6592890858964724,-1.8031417210826621,1.1709739252823081,1-5-8,-1.8-1.17,-0.1009524647488339,-0.0207470896604917,-0.0083898717331505,0.06334615837646418,-2.103765194307991,0.6386026071692165,116,True,-1.702
228,228,228,conflict,sub05,-15.0,-1.974402886233828,0.5739815529889464,-2.110498444412477,0.4102393400595713,3-7-8,-2.11-0.41,0.0020589624658197,-0.175717938655766,-0.1187761515709468,-0.02662075476622372,-2.2609813016859546,-0.4254965864535626,116,True,-2.113
230,230,230,conflict,sub13,-15.0,2.068340383670164,-0.14915842746951447,2.1104984444124772,0.4102393400595713,2-4-8,2.11-0.41,0.1683492511811325,-0.0127337308267544,0.0114282902958022,0.08515374056931202,2.068956412217376,-0.0404414690724926,116,True,1.942
231,231,231,conflict,sub08,-15.0,-1.8043986349018444,1.0323346691893254,-2.1104984444124772,0.4102393400595712,3-7-8,-2.11-0.41,-0.0658058026998919,-0.082726614099721,-0.0532374012211972,0.05591428008693544,-1.8234452549553712,-0.1736817477026036,137,True,-2.045
236,236,236,conflict,sub16,-15.0,1.5174271781218158,-0.10151542023437654,1.8031417210826615,1.1709739252823081,0-5-8,1.8-1.17,0.0004214880656754,0.035412842462367,-0.0664899435323925,0.05357920488311918,1.482420357801954,0.0850942524299893,136,True,1.803
240,240,240,conflict,sub10,-15.0,-2.05776775347881,0.7336536971944708,-2.1104984444124772,0.4102393400595713,3-4-8,-2.11-0.41,-0.1012146248826884,0.062538173521323,0.044005407346498,-0.03358280770397837,-2.473439983865363,-0.3408406767816981,151,True,-2.009
246,246,246,conflict,sub07,-15.0,1.911260585437176,0.9461882363476705,1.8031417210826617,1.1709739252823081,0-5-8,1.8-1.17,-0.0285845162349172,0.028058543089112,-0.0454574581795258,0.006506198311339806,2.0059975810599706,0.2126571785453344,166,True,1.832
250,250,250,conflict,sub05,-15.0,-1.7697858883085726,1.3547786328728435,-2.1104984444124772,0.4102393400595712,3-6-8,-2.11-0.41,-0.0146202758174633,-0.0429115199940461,0.0199642455147957,-0.057134946652189655,-1.961229224051955,0.0120621244439738,177,True,-2.096
